soc_code,title,element_id,element_name,importance,level,importance_score,level_score,priority_score,osca_id,osca_occupation_title,osca_match_score
15-1241.01,Telecommunications Engineering Specialists,2.A.2.d,Monitoring,3.25,3.5,56.25,50.0,53.59,263311,Telecommunications Engineer,93.0
15-1299.01,Web Administrators,2.A.1.d,Speaking,3.25,3.5,56.25,50.0,53.59,313113,Web Administrator,98.0
15-2099.01,Bioinformatics Technicians,2.A.2.d,Monitoring,3.25,3.5,56.25,50.0,53.59,,,
15-1299.01,Web Administrators,2.A.2.b,Active Learning,3.12,3.75,53.0,53.57,53.24,313113,Web Administrator,98.0
15-1231.00,Computer Network Support Specialists,2.A.2.b,Active Learning,3.25,3.38,56.25,48.29,52.86,313112,ICT Customer Support Officer,83.5
15-1243.01,Data Warehousing Specialists,2.A.1.c,Writing,3.25,3.38,56.25,48.29,52.86,,,
15-1299.01,Web Administrators,2.A.1.c,Writing,3.25,3.38,56.25,48.29,52.86,313113,Web Administrator,98.0
15-1299.06,Digital Forensics Analysts,2.A.2.a,Critical Thinking,3.25,3.38,56.25,48.29,52.86,,,
15-1243.00,Database Architects,2.A.2.d,Monitoring,3.12,3.62,53.0,51.71,52.45,262111,Database Administrator,84.0
15-1252.00,Software Developers,2.A.1.d,Speaking,3.12,3.62,53.0,51.71,52.45,261313,Software Engineer,96.0
15-1255.01,Video Game Designers,2.A.2.d,Monitoring,3.12,3.62,53.0,51.71,52.45,261211,Game and Multimedia Developer,94.0
15-1251.00,Computer Programmers,2.A.1.c,Writing,3.25,3.25,56.25,46.43,52.07,261312,Developer Programmer,94.5
15-1254.00,Web Developers,2.A.1.d,Speaking,3.25,3.25,56.25,46.43,52.07,261212,Web Developer,98.0
15-1299.03,Document Management Specialists,2.A.2.b,Active Learning,3.25,3.25,56.25,46.43,52.07,,,
15-2031.00,Operations Research Analysts,2.A.1.f,Science,3.25,3.25,56.25,46.43,52.07,,,
15-1254.00,Web Developers,2.A.1.c,Writing,3.12,3.5,53.0,50.0,51.72,261212,Web Developer,98.0
15-1255.00,Web and Digital Interface Designers,2.A.1.c,Writing,3.12,3.5,53.0,50.0,51.72,261212,Web Developer,85.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.2.b,Active Learning,3.12,3.5,53.0,50.0,51.72,,,
15-1221.00,Computer and Information Research Scientists,2.A.1.f,Science,3.12,3.38,53.0,48.29,50.99,,,
15-1241.00,Computer Network Architects,2.A.2.d,Monitoring,3.12,3.38,53.0,48.29,50.99,263111,Computer Network and Systems Engineer,86.0
15-1251.00,Computer Programmers,2.A.1.d,Speaking,3.12,3.38,53.0,48.29,50.99,261312,Developer Programmer,94.5
15-1255.00,Web and Digital Interface Designers,2.A.1.d,Speaking,3.12,3.38,53.0,48.29,50.99,261212,Web Developer,85.0
15-1255.00,Web and Digital Interface Designers,2.A.2.d,Monitoring,3.12,3.38,53.0,48.29,50.99,261212,Web Developer,85.0
15-1299.07,Blockchain Engineers,2.A.1.e,Mathematics,3.12,3.38,53.0,48.29,50.99,,,
15-1299.07,Blockchain Engineers,2.A.2.d,Monitoring,3.12,3.38,53.0,48.29,50.99,,,
15-2099.01,Bioinformatics Technicians,2.A.1.f,Science,3.12,3.38,53.0,48.29,50.99,,,
15-2041.01,Biostatisticians,2.A.2.d,Monitoring,3.0,3.62,50.0,51.71,50.73,,,
15-1232.00,Computer User Support Specialists,2.A.2.b,Active Learning,3.12,3.25,53.0,46.43,50.2,313112,ICT Customer Support Officer,95.0
15-1251.00,Computer Programmers,2.A.2.b,Active Learning,3.12,3.25,53.0,46.43,50.2,261312,Developer Programmer,94.5
15-1299.03,Document Management Specialists,2.A.1.d,Speaking,3.12,3.25,53.0,46.43,50.2,,,
15-2051.01,Business Intelligence Analysts,2.A.2.d,Monitoring,3.12,3.25,53.0,46.43,50.2,261111,ICT Business Analyst,93.5
15-1221.00,Computer and Information Research Scientists,2.A.2.c,Learning Strategies,3.0,3.5,50.0,50.0,50.0,,,
15-1231.00,Computer Network Support Specialists,2.A.1.c,Writing,3.0,3.5,50.0,50.0,50.0,313112,ICT Customer Support Officer,83.5
15-1241.00,Computer Network Architects,2.A.1.e,Mathematics,3.0,3.5,50.0,50.0,50.0,263111,Computer Network and Systems Engineer,86.0
15-1242.00,Database Administrators,2.A.1.e,Mathematics,3.0,3.5,50.0,50.0,50.0,262111,Database Administrator,96.5
15-1244.00,Network and Computer Systems Administrators,2.A.1.c,Writing,3.0,3.5,50.0,50.0,50.0,263112,Network Administrator,95.0
15-1244.00,Network and Computer Systems Administrators,2.A.2.c,Learning Strategies,3.0,3.5,50.0,50.0,50.0,263112,Network Administrator,95.0
15-1252.00,Software Developers,2.A.2.d,Monitoring,3.0,3.5,50.0,50.0,50.0,261313,Software Engineer,96.0
15-2011.00,Actuaries,2.A.2.d,Monitoring,3.0,3.5,50.0,50.0,50.0,,,
15-1232.00,Computer User Support Specialists,2.A.2.c,Learning Strategies,3.12,3.12,53.0,44.57,49.41,313112,ICT Customer Support Officer,95.0
15-1251.00,Computer Programmers,2.A.1.e,Mathematics,3.12,3.12,53.0,44.57,49.41,261312,Developer Programmer,94.5
15-1253.00,Software Quality Assurance Analysts and Testers,2.A.2.b,Active Learning,3.12,3.12,53.0,44.57,49.41,261314,Software Tester,96.0
15-1211.00,Computer Systems Analysts,2.A.1.e,Mathematics,3.0,3.38,50.0,48.29,49.27,261112,Systems Analyst,97.0
15-1254.00,Web Developers,2.A.2.d,Monitoring,3.0,3.38,50.0,48.29,49.27,261212,Web Developer,98.0
15-1211.00,Computer Systems Analysts,2.A.2.c,Learning Strategies,3.12,3.0,53.0,42.86,48.68,261112,Systems Analyst,97.0
15-1232.00,Computer User Support Specialists,2.A.2.d,Monitoring,3.12,3.0,53.0,42.86,48.68,313112,ICT Customer Support Officer,95.0
15-2041.00,Statisticians,2.A.2.c,Learning Strategies,3.12,3.0,53.0,42.86,48.68,,,
15-1242.00,Database Administrators,2.A.2.c,Learning Strategies,3.0,3.25,50.0,46.43,48.48,262111,Database Administrator,96.5
15-1243.01,Data Warehousing Specialists,2.A.1.e,Mathematics,3.0,3.25,50.0,46.43,48.48,,,
15-1243.01,Data Warehousing Specialists,2.A.2.b,Active Learning,3.0,3.25,50.0,46.43,48.48,,,
15-1299.09,Information Technology Project Managers,2.A.2.c,Learning Strategies,3.0,3.25,50.0,46.43,48.48,,,
15-1241.00,Computer Network Architects,2.A.2.c,Learning Strategies,3.0,3.12,50.0,44.57,47.69,263111,Computer Network and Systems Engineer,86.0
15-1243.00,Database Architects,2.A.1.e,Mathematics,3.0,3.12,50.0,44.57,47.69,262111,Database Administrator,84.0
15-1251.00,Computer Programmers,2.A.2.d,Monitoring,3.0,3.12,50.0,44.57,47.69,261312,Developer Programmer,94.5
15-1299.08,Computer Systems Engineers/Architects,2.A.1.e,Mathematics,3.0,3.12,50.0,44.57,47.69,,,
15-1299.08,Computer Systems Engineers/Architects,2.A.1.f,Science,3.0,3.12,50.0,44.57,47.69,,,
15-1299.08,Computer Systems Engineers/Architects,2.A.2.c,Learning Strategies,3.0,3.12,50.0,44.57,47.69,,,
15-1299.04,Penetration Testers,2.A.2.c,Learning Strategies,2.88,3.38,47.0,48.29,47.55,262112,ICT Security Specialist,87.5
15-1211.01,Health Informatics Specialists,2.A.1.e,Mathematics,3.0,3.0,50.0,42.86,46.96,261112,Systems Analyst,79.5
15-1299.01,Web Administrators,2.A.2.c,Learning Strategies,3.0,3.0,50.0,42.86,46.96,313113,Web Administrator,98.0
15-1299.03,Document Management Specialists,2.A.2.c,Learning Strategies,3.0,3.0,50.0,42.86,46.96,,,
15-2021.00,Mathematicians,2.A.2.d,Monitoring,3.0,3.0,50.0,42.86,46.96,,,
15-2031.00,Operations Research Analysts,2.A.2.c,Learning Strategies,3.0,3.0,50.0,42.86,46.96,,,
15-2041.00,Statisticians,2.A.2.d,Monitoring,3.0,3.0,50.0,42.86,46.96,,,
15-2051.01,Business Intelligence Analysts,2.A.2.c,Learning Strategies,3.0,3.0,50.0,42.86,46.96,261111,ICT Business Analyst,93.5
15-2051.02,Clinical Data Managers,2.A.2.c,Learning Strategies,2.88,3.25,47.0,46.43,46.76,,,
15-1241.01,Telecommunications Engineering Specialists,2.A.2.c,Learning Strategies,3.0,2.88,50.0,41.14,46.23,263311,Telecommunications Engineer,93.0
15-1212.00,Information Security Analysts,2.A.2.c,Learning Strategies,2.88,3.12,47.0,44.57,45.97,262112,ICT Security Specialist,96.0
15-1243.01,Data Warehousing Specialists,2.A.2.d,Monitoring,2.88,3.12,47.0,44.57,45.97,,,
15-1254.00,Web Developers,2.A.2.c,Learning Strategies,2.88,3.12,47.0,44.57,45.97,261212,Web Developer,98.0
15-1255.01,Video Game Designers,2.A.1.e,Mathematics,2.88,3.12,47.0,44.57,45.97,261211,Game and Multimedia Developer,94.0
15-1299.05,Information Security Engineers,2.A.2.c,Learning Strategies,2.88,3.12,47.0,44.57,45.97,,,
15-1299.09,Information Technology Project Managers,2.A.1.e,Mathematics,2.88,3.12,47.0,44.57,45.97,,,
15-2031.00,Operations Research Analysts,2.A.2.d,Monitoring,2.88,3.12,47.0,44.57,45.97,,,
15-1241.01,Telecommunications Engineering Specialists,2.A.1.e,Mathematics,2.88,3.0,47.0,42.86,45.24,263311,Telecommunications Engineer,93.0
15-1243.00,Database Architects,2.A.2.c,Learning Strategies,2.88,3.0,47.0,42.86,45.24,262111,Database Administrator,84.0
15-1253.00,Software Quality Assurance Analysts and Testers,2.A.2.c,Learning Strategies,2.88,3.0,47.0,42.86,45.24,261314,Software Tester,96.0
15-1255.01,Video Game Designers,2.A.2.c,Learning Strategies,2.88,3.0,47.0,42.86,45.24,261211,Game and Multimedia Developer,94.0
15-1299.06,Digital Forensics Analysts,2.A.2.c,Learning Strategies,2.88,3.0,47.0,42.86,45.24,,,
15-1252.00,Software Developers,2.A.1.e,Mathematics,2.75,3.25,43.75,46.43,44.89,261313,Software Engineer,96.0
15-1253.00,Software Quality Assurance Analysts and Testers,2.A.1.f,Science,2.75,3.12,43.75,44.57,44.1,261314,Software Tester,96.0
15-2011.00,Actuaries,2.A.2.c,Learning Strategies,2.75,3.0,43.75,42.86,43.37,,,
15-2051.00,Data Scientists,2.A.2.c,Learning Strategies,2.75,3.0,43.75,42.86,43.37,,,
15-1231.00,Computer Network Support Specialists,2.A.2.c,Learning Strategies,2.62,3.25,40.5,46.43,43.03,313112,ICT Customer Support Officer,83.5
15-1254.00,Web Developers,2.A.1.e,Mathematics,2.75,2.88,43.75,41.14,42.64,261212,Web Developer,98.0
15-2099.01,Bioinformatics Technicians,2.A.2.c,Learning Strategies,2.75,2.88,43.75,41.14,42.64,,,
15-1252.00,Software Developers,2.A.2.c,Learning Strategies,2.62,3.12,40.5,44.57,42.23,261313,Software Engineer,96.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.2.c,Learning Strategies,2.62,3.12,40.5,44.57,42.23,,,
15-1244.00,Network and Computer Systems Administrators,2.A.1.e,Mathematics,2.75,2.75,43.75,39.29,41.85,263112,Network Administrator,95.0
15-1251.00,Computer Programmers,2.A.1.f,Science,2.75,2.75,43.75,39.29,41.85,261312,Developer Programmer,94.5
15-1253.00,Software Quality Assurance Analysts and Testers,2.A.1.e,Mathematics,2.75,2.75,43.75,39.29,41.85,261314,Software Tester,96.0
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.1.e,Mathematics,2.62,3.0,40.5,42.86,41.5,,,
15-1299.07,Blockchain Engineers,2.A.2.c,Learning Strategies,2.62,3.0,40.5,42.86,41.5,,,
15-1243.01,Data Warehousing Specialists,2.A.2.c,Learning Strategies,2.62,2.75,40.5,39.29,39.98,,,
15-1255.00,Web and Digital Interface Designers,2.A.2.c,Learning Strategies,2.62,2.5,40.5,35.71,38.46,261212,Web Developer,85.0
15-1299.04,Penetration Testers,2.A.1.e,Mathematics,2.5,2.75,37.5,39.29,38.26,262112,ICT Security Specialist,87.5
15-1299.06,Digital Forensics Analysts,2.A.1.e,Mathematics,2.5,2.75,37.5,39.29,38.26,,,
15-1251.00,Computer Programmers,2.A.2.c,Learning Strategies,2.38,2.62,34.5,37.43,35.75,261312,Developer Programmer,94.5
15-1299.05,Information Security Engineers,2.A.1.e,Mathematics,2.38,2.62,34.5,37.43,35.75,,,
15-1255.00,Web and Digital Interface Designers,2.A.1.e,Mathematics,2.38,2.5,34.5,35.71,35.02,261212,Web Developer,85.0
15-2051.00,Data Scientists,2.A.1.f,Science,2.5,2.12,37.5,30.29,34.43,,,
15-1299.07,Blockchain Engineers,2.A.1.f,Science,2.38,2.25,34.5,32.14,33.5,,,
15-2051.02,Clinical Data Managers,2.A.1.f,Science,2.38,2.25,34.5,32.14,33.5,,,
15-1212.00,Information Security Analysts,2.A.1.e,Mathematics,2.25,2.38,31.25,34.0,32.42,262112,ICT Security Specialist,96.0
15-1231.00,Computer Network Support Specialists,2.A.1.e,Mathematics,2.12,2.62,28.0,37.43,32.02,313112,ICT Customer Support Officer,83.5
15-1299.02,Geographic Information Systems Technologists and Technicians,2.A.1.f,Science,2.38,2.0,34.5,28.57,31.97,,,
15-1299.03,Document Management Specialists,2.A.1.e,Mathematics,2.25,2.25,31.25,32.14,31.63,,,
15-1299.01,Web Administrators,2.A.1.f,Science,2.12,2.38,28.0,34.0,30.56,313113,Web Administrator,98.0
15-1232.00,Computer User Support Specialists,2.A.1.e,Mathematics,2.25,2.0,31.25,28.57,30.11,313112,ICT Customer Support Officer,95.0
15-1211.00,Computer Systems Analysts,2.A.1.f,Science,2.25,1.88,31.25,26.86,29.38,261112,Systems Analyst,97.0
15-1299.01,Web Administrators,2.A.1.e,Mathematics,2.12,2.12,28.0,30.29,28.98,313113,Web Administrator,98.0
15-1211.01,Health Informatics Specialists,2.A.1.f,Science,2.12,2.0,28.0,28.57,28.24,261112,Systems Analyst,79.5
15-1244.00,Network and Computer Systems Administrators,2.A.1.f,Science,2.12,2.0,28.0,28.57,28.24,263112,Network Administrator,95.0
15-1254.00,Web Developers,2.A.1.f,Science,2.0,2.25,25.0,32.14,28.04,261212,Web Developer,98.0
15-1241.00,Computer Network Architects,2.A.1.f,Science,2.12,1.88,28.0,26.86,27.51,263111,Computer Network and Systems Engineer,86.0
15-1252.00,Software Developers,2.A.1.f,Science,2.12,1.88,28.0,26.86,27.51,261313,Software Engineer,96.0
15-1299.09,Information Technology Project Managers,2.A.1.f,Science,2.12,1.5,28.0,21.43,25.2,,,
15-1242.00,Database Administrators,2.A.1.f,Science,2.0,1.75,25.0,25.0,25.0,262111,Database Administrator,96.5
15-1243.00,Database Architects,2.A.1.f,Science,1.88,1.75,22.0,25.0,23.28,262111,Database Administrator,84.0
15-2011.00,Actuaries,2.A.1.f,Science,1.88,1.75,22.0,25.0,23.28,,,
15-1212.00,Information Security Analysts,2.A.1.f,Science,1.88,1.62,22.0,23.14,22.49,262112,ICT Security Specialist,96.0
15-1231.00,Computer Network Support Specialists,2.A.1.f,Science,1.88,1.5,22.0,21.43,21.76,313112,ICT Customer Support Officer,83.5
15-1299.05,Information Security Engineers,2.A.1.f,Science,1.75,1.75,18.75,25.0,21.41,,,
15-1243.01,Data Warehousing Specialists,2.A.1.f,Science,1.88,1.25,22.0,17.86,20.24,,,
15-1255.00,Web and Digital Interface Designers,2.A.1.f,Science,1.88,1.0,22.0,14.29,18.72,261212,Web Developer,85.0
15-1232.00,Computer User Support Specialists,2.A.1.f,Science,1.75,1.25,18.75,17.86,18.37,313112,ICT Customer Support Officer,95.0
15-1241.01,Telecommunications Engineering Specialists,2.A.1.f,Science,1.62,1.12,15.5,16.0,15.71,263311,Telecommunications Engineer,93.0
15-1299.06,Digital Forensics Analysts,2.A.1.f,Science,1.62,1.12,15.5,16.0,15.71,,,
15-2051.01,Business Intelligence Analysts,2.A.1.f,Science,1.62,0.75,15.5,10.71,13.46,261111,ICT Business Analyst,93.5
15-1299.04,Penetration Testers,2.A.1.f,Science,1.5,0.88,12.5,12.57,12.53,262112,ICT Security Specialist,87.5
15-1255.01,Video Game Designers,2.A.1.f,Science,1.38,0.5,9.5,7.14,8.5,261211,Game and Multimedia Developer,94.0
15-1299.03,Document Management Specialists,2.A.1.f,Science,1.25,0.5,6.25,7.14,6.63,,,
