anzsco_code,occupation,task
3311,Bricklayers and Stonemasons,"Laying bricks in rows, designs and shapes, and spreading mortar between joints"
3311,Bricklayers and Stonemasons,Embedding blocks in mortar and removing excess mortar
3311,Bricklayers and Stonemasons,Checking vertical and horizontal alignment
3311,Bricklayers and Stonemasons,"Cutting, shaping and polishing stones and bricks using machines and hand tools, and shaping bricks to fit irregular spaces"
3311,Bricklayers and Stonemasons,"Repairing and maintaining bricks, cement blocks and related structures"
3311,Bricklayers and Stonemasons,Designing and cutting monumental masonry and lettering
3311,Bricklayers and Stonemasons,Constructing walls using stone slabs and large masonry slab blocks
3312,Carpenters and Joiners,"Studying drawings and specifications to determine materials required, dimensions and installation procedures"
3312,Carpenters and Joiners,"Ordering and selecting timbers and materials, and preparing layouts"
3312,Carpenters and Joiners,"Cutting materials, and assembling and nailing cut and shaped parts"
3312,Carpenters and Joiners,"Erecting framework and roof framing, laying sub-flooring and floorboards and verifying trueness of structures"
3312,Carpenters and Joiners,"Nailing fascia panels, sheathing roofs, and fitting exterior wall cladding and door and window frames"
3312,Carpenters and Joiners,Assembling prepared wood to form structures and fittings ready to install
3312,Carpenters and Joiners,Cutting wood joints
3312,Carpenters and Joiners,May construct concrete formwork
3312,Carpenters and Joiners,May repair existing fittings
3312,Carpenters and Joiners,"May work with plastic laminates, perspex and metals"
3321,Floor Finishers,Measuring areas to be covered and consulting plans to estimate quantities of floor covering materials required
3321,Floor Finishers,Preparing surfaces for covering and removing baseboard trims
3321,Floor Finishers,"Measuring, cutting and fixing underlay materials"
3321,Floor Finishers,"Laying coverings, such as carpets, linoleum, parquetry blocks, cork tiles and other resilient flooring materials, over floors, matching patterns, cutting shapes around fixtures and trimming edges"
3321,Floor Finishers,Securing floor coverings and fitting edge trims in doorways
3321,Floor Finishers,"Sanding, staining and applying finishing coatings to timber floors"
3321,Floor Finishers,"May install wall, ceiling, counter and bench coverings"
3322,Painting Trades Workers,"Erecting scaffolding and ladders, and placing drop sheets to protect adjacent areas from paint splattering"
3322,Painting Trades Workers,"Preparing surfaces by removing old paint and wallpaper, fixing woodwork, filling holes and cracks, and smoothing and sealing surfaces"
3322,Painting Trades Workers,"Selecting and preparing paints to required colours by mixing portions of pigment, oil, and thinning and drying additives"
3322,Painting Trades Workers,"Applying paints, varnishes and stains to surfaces using brushes, rollers and sprays"
3322,Painting Trades Workers,"Hanging wallpaper, matching patterns and trimming edges"
3322,Painting Trades Workers,Cleaning equipment and work areas
3322,Painting Trades Workers,May repair windows and replace glass in wooden and metal frames
3322,Painting Trades Workers,May lay and repair wall and floor tiles
3331,Glaziers,Determining type and dimensions of glass required
3331,Glaziers,Laying glass over patterns on padded tables and in jigs
3331,Glaziers,Measuring and marking glass for cutting
3331,Glaziers,Examining glass and marking defective areas
3331,Glaziers,Cutting along patterns and templates
3331,Glaziers,Breaking off sheets and excess glass with notched tools and glass pliers
3331,Glaziers,"Installing glass and mirrors in windows, skylights, display cases, interior walls and ceilings"
3331,Glaziers,Smoothing rough edges using belt sanders and smoothing wheels
3331,Glaziers,"May coat, cut, etch, trim and treat glass to achieve special effects"
3332,Plasterers,"Determining plasterboard layout, and installing insulation and vapour barriers"
3332,Plasterers,"Measuring, marking and cutting plasterboard, lifting and positioning panels, and securing them to walls, ceilings and battens"
3332,Plasterers,Preparing corner beads and securing them in position
3332,Plasterers,"Fixing pre-cast cornices, panel mouldings, ceiling centres and other plaster fittings"
3332,Plasterers,"Covering joins and nail holes with wet plaster and sealing compounds, and smoothing them using wet brushes and sand paper"
3332,Plasterers,"Mixing and applying coats of plaster, cement and render to structures using trowels, and levelling and smoothing coats to uniform thickness"
3332,Plasterers,"Plumbing and straightening corners, angles and wall and ceiling surfaces"
3332,Plasterers,Creating decorative textures in finishing coats
3332,Plasterers,"Applying and finishing acoustic, insulating and fireproofing materials bonded with plaster, plastic cement and similar materials"
3333,Roof Tilers,"Studying drawings, specifications and work sites to determine materials required"
3333,Roof Tilers,Erecting ladders and scaffolds
3333,Roof Tilers,Placing and securing waterproof sheets over eaves
3333,Roof Tilers,Nailing and stapling roofing underlay to roofs
3333,Roof Tilers,"Aligning starter rows of roofing material with edges of roofs, securing with wire, staples and nails, and overlapping successive layers of tiles"
3333,Roof Tilers,"Sizing and cutting roofing material to fit around vents, chimney edges, corners and ridges"
3333,Roof Tilers,Fixing edge and ridge tiles in cement mortar
3333,Roof Tilers,Slipping roofing material under pre-fabricated flashing and nailing it down
3333,Roof Tilers,Caulking and flashing exposed nail heads to prevent leaks
3334,Wall and Floor Tilers,"Examining plans, measuring and marking surfaces and laying out work"
3334,Wall and Floor Tilers,"Preparing wall and floor surfaces by removing old tiles, grout and adhesive, filling holes and cracks, and cleaning surfaces"
3334,Wall and Floor Tilers,"Spreading adhesive onto prepared surfaces and tiles, and setting tiles in position"
3334,Wall and Floor Tilers,"Using tile-cutting tools to cut and shape tiles needed for edges and corners, and around objects such as fittings and pipes"
3334,Wall and Floor Tilers,Ensuring tiles are correctly aligned and spaced
3334,Wall and Floor Tilers,"Grouting tiles, and cleaning and removing excess grout"
3334,Wall and Floor Tilers,Applying waterproofing systems
3334,Wall and Floor Tilers,"May lay floors of granolithic, terrazzo, cement or similar composition"
3334,Wall and Floor Tilers,May lay coloured tiles in patterns to create mosaics
3341,Plumbers,"Studying blueprints, drawings and specifications to determine the layout of plumbing systems and materials required"
3341,Plumbers,Setting out and installing hot and cold water systems and associated equipment
3341,Plumbers,"Installing water-based fire protections systems, including fire hydrants, hose reels and sprinkler systems"
3341,Plumbers,"Designing and installing sanitary plumbing and water supply systems, discharge pipes and sanitary fixtures"
3341,Plumbers,Fabricating and installing soil and waste stacks
3341,Plumbers,"Assembling and installing mechanical services plant, air handling and conditioning equipment and small bore heating systems"
3341,Plumbers,Installing sewerage and effluent pumping equipment and disposal systems
3341,Plumbers,Installing below-ground drainage systems and associated ground support systems
3341,Plumbers,"Installing gas appliances, flues and pressure regulating devices"
3341,Plumbers,"Fabricating and installing metal roofing, rainwater goods and flashings"
3411,Electricians,"Examining blueprints, wiring diagrams and specifications to determine sequences and methods of operation"
3411,Electricians,Measuring and laying out installation reference points
3411,Electricians,"Selecting, cutting and connecting wire and cable to terminals and connectors"
3411,Electricians,Using electrical and electronic test instruments to trace and diagnose faults
3411,Electricians,Repairing and replacing faulty wiring and defective parts
3411,Electricians,Positioning and installing electrical switchboards
3411,Electricians,Connecting electrical systems to power supply
3411,Electricians,Testing continuity of circuit
3411,Electricians,"Installing, testing and adjusting electric and mechanical parts of lifts"
3421,Airconditioning and Refrigeration Mechanics,"Establishing job requirements from drawings and specifications, and laying out installation reference points"
3421,Airconditioning and Refrigeration Mechanics,"Drilling holes, installing mounting brackets and cutting, bending and threading piping"
3421,Airconditioning and Refrigeration Mechanics,"Installing and repairing components such as compressors, motors, condensers, evaporators, switches and gauges, and copper lines for steam, gas, refrigerant, compressed air, oil and chilled water"
3421,Airconditioning and Refrigeration Mechanics,"Bolting, soldering, riveting, welding and brazing pipes to connect equipment, and checking alignment and accuracy of fit"
3421,Airconditioning and Refrigeration Mechanics,Filling systems with gas or fluid to check for leaks
3421,Airconditioning and Refrigeration Mechanics,"Test-operating refrigeration systems, checking mechanisms and making adjustments"
3421,Airconditioning and Refrigeration Mechanics,"Removing test gas and fluid using vacuum pumps, and filling with refrigerant"
3421,Airconditioning and Refrigeration Mechanics,"Checking and overhauling refrigeration systems, diagnosing faults and repairing and replacing defective components"
3421,Airconditioning and Refrigeration Mechanics,Adjusting system controls and mechanisms and reassembling systems
3421,Airconditioning and Refrigeration Mechanics,Recording causes of malfunctioning and action taken
3422,Electrical Distribution Trades Workers,"Installing conductors and aerial equipment, and underground cables and equipment"
3422,Electrical Distribution Trades Workers,Installing and maintaining equipment associated with electrical supply such as transformers
3422,Electrical Distribution Trades Workers,Attending to electrical breakdown and emergencies
3422,Electrical Distribution Trades Workers,"Maintaining poles and associated hardware, and continuity of electrical supply and street lighting"
3422,Electrical Distribution Trades Workers,Conducting routine maintenance on the aerial and underground electricity supply network
3422,Electrical Distribution Trades Workers,Conducting low-voltage switching operations
3422,Electrical Distribution Trades Workers,Fitting pole hardware and crossarms
3422,Electrical Distribution Trades Workers,Preparing lowand high-voltage cable joints and cable terminations while connecting and installing electrical equipment and overhead lines
3422,Electrical Distribution Trades Workers,Using heavy plant equipment such as elevated work platforms and portable equipment such as hydraulic drills
3422,Electrical Distribution Trades Workers,"May undertake substation installation and maintenance, and specialised testing and revenue meter installation"
3423,Electronics Trades Workers,"Examining and testing machines, equipment, instruments and control systems to diagnose faults"
3423,Electronics Trades Workers,"Adjusting, repairing, and replacing worn and defective parts and wiring, and maintaining machines, equipment and instruments"
3423,Electronics Trades Workers,"Reassembling, test operating and adjusting equipment"
3423,Electronics Trades Workers,Advising users of correct operating procedures to prevent malfunctions
3423,Electronics Trades Workers,"Receiving messages by interpreting code and converting to plain language, and writing and typing messages for transmission"
3423,Electronics Trades Workers,"Monitoring radio traffic, and transmitting and receiving voice messages"
3423,Electronics Trades Workers,Installing electronic instruments and control systems
3423,Electronics Trades Workers,"Applying knowledge of electrical, electronic, mechanical, hydraulic and pneumatic principles in commissioning and maintaining control systems"
3424,Telecommunications Trades Workers,"Examining drawings, specifications and work areas to determine positioning and connections for equipment to be installed"
3424,Telecommunications Trades Workers,"Locating faults in telecommunications equipment using instruments such as ohmmeters, voltmeters, ammeters and transmission measuring equipment"
3424,Telecommunications Trades Workers,Attaching wires and cables to appliances
3424,Telecommunications Trades Workers,"Adjusting, replacing and repairing faulty items, and testing equipment using electronic instruments"
3424,Telecommunications Trades Workers,"Installing cabling for telephone, radio, pay tv and computer transmission"
3424,Telecommunications Trades Workers,Joining cables and sealing sheaths with lead and thermoplastic
3424,Telecommunications Trades Workers,"Erecting, testing and maintaining aerial and underground wires and cables, and radio and mobile phone antennae"
3424,Telecommunications Trades Workers,"Installing telecommunications equipment and appliances such as telephones, switchboards and data transmission equipment"
3511,Bakers and Pastrycooks,Checking the cleanliness of equipment and operation of premises before production runs to ensure compliance with occupational health and safety regulations
3511,Bakers and Pastrycooks,Checking the quality of raw materials and weighing ingredients
3511,Bakers and Pastrycooks,"Kneading, maturing, cutting, moulding, mixing and shaping dough and pastry goods"
3511,Bakers and Pastrycooks,Preparing pastry fillings
3511,Bakers and Pastrycooks,Monitoring oven temperatures and product appearance to determine baking times
3511,Bakers and Pastrycooks,"Coordinating the forming, loading, baking, unloading, de-panning and cooling of batches of bread, rolls and pastry products"
3511,Bakers and Pastrycooks,"Glazing buns and pastries, and decorating cakes with cream and icing"
3511,Bakers and Pastrycooks,Operating machines which roll and mould dough and cut biscuits
3511,Bakers and Pastrycooks,"Emptying, cleaning and greasing baking trays, tins and other cooking equipment"
3512,Butchers and Smallgoods Makers,"Preparing meat for sale by removing bones, trimming fat and cutting, mincing and grinding meat to shape and size for display or as ordered"
3512,Butchers and Smallgoods Makers,"Preparing crumbed cuts of meat, and marinating, seasoning and curing special cuts"
3512,Butchers and Smallgoods Makers,Selecting and preparing meat to produce smallgoods
3512,Butchers and Smallgoods Makers,"Operating machines to grind, mix, mince and tenderise meat"
3512,Butchers and Smallgoods Makers,"Making seasonings and pickles by mixing spices, salt and other ingredients"
3512,Butchers and Smallgoods Makers,"Operating sausage filling machines, smoking chambers, and cooking kettles and vats"
3512,Butchers and Smallgoods Makers,Advising customers on the suitability and uses of cuts of meat
3512,Butchers and Smallgoods Makers,"May assist in menu planning and scheduling, and in estimating food production costs"
3513,Chefs,"Planning menus, estimating food and labour costs, and ordering food supplies"
3513,Chefs,Monitoring quality of dishes at all stages of preparation and presentation
3513,Chefs,"Discussing food preparation issues with managers, dietitians and kitchen and waiting staff"
3513,Chefs,Demonstrating techniques and advising on cooking procedures
3513,Chefs,Preparing and cooking food
3513,Chefs,Explaining and enforcing hygiene regulations
3513,Chefs,May select and train staff
3513,Chefs,May freeze and preserve foods
3514,Cooks,Examining foodstuffs to ensure quality
3514,Cooks,"Regulating temperatures of ovens, grills and other cooking equipment"
3514,Cooks,Preparing and cooking food
3514,Cooks,Seasoning food during cooking
3514,Cooks,"Portioning food, placing it on plates, and adding gravies, sauces and garnishes"
3514,Cooks,Storing food in temperature controlled facilities
3514,Cooks,Preparing food to meet special dietary requirements
3514,Cooks,May plan menus and estimate food requirements
3514,Cooks,May train other kitchen staff and apprentices
3611,Animal Attendants and Trainers,Teaching animals to obey verbal and non-verbal commands and addressing behavioural problems
3611,Animal Attendants and Trainers,Training animals to accept riders and pull vehicles
3611,Animal Attendants and Trainers,Training animals to perform in competitions
3611,Animal Attendants and Trainers,"Bathing, cutting, combing, blow-drying and styling pets' coats, clipping their nails and cleaning their ears"
3611,Animal Attendants and Trainers,"Inspecting, preparing, cleaning, disinfecting and maintaining comfortable animal cages and enclosures"
3611,Animal Attendants and Trainers,"Transporting food, filling water troughs and feeding animals according to their individual needs"
3611,Animal Attendants and Trainers,"Maintaining animal health records, treating minor injuries and reporting serious conditions to veterinarians"
3611,Animal Attendants and Trainers,"Exercising and playing with animals, answering visitor questions, and transferring animals between enclosures by leading or carrying them"
3611,Animal Attendants and Trainers,"Dusting and spraying insecticides on animals and immersing them in insecticide baths, to control insect pests"
3612,Shearers,Selecting and preparing shearing equipment
3612,Shearers,Catching and positioning animals for shearing
3612,Shearers,Shearing and removing wool and hair from animals
3612,Shearers,"Identifying contaminated fibre and injured, infected and diseased animals"
3612,Shearers,Treating skin cuts
3612,Shearers,Returning shorn animals to let-out pens for counting and checking
3612,Shearers,"May service, maintain and repair shearing equipment"
3612,Shearers,May shear stud animals with hand shears or special combs
3613,Veterinary Nurses,Holding animals to allow examination and treatment by veterinarians
3613,Veterinary Nurses,Cleaning and sterilising examination tables and equipment
3613,Veterinary Nurses,Preparing instruments and handing them to the veterinarian
3613,Veterinary Nurses,Assisting veterinarians to administer anaesthetics and oxygen during operations
3613,Veterinary Nurses,Placing animals in cages for recovery from operations and monitoring their condition
3613,Veterinary Nurses,Giving medications to animals
3613,Veterinary Nurses,Maintaining stock control and records
3613,Veterinary Nurses,"Providing animal care advice, and preparing, delivering, and reviewing animal care education programs"
3613,Veterinary Nurses,May perform diagnostic laboratory tests
3613,Veterinary Nurses,"May act as receptionist, accept payments and undertake clerical work"
3621,Florists,Planning and designing floral arrangements
3621,Florists,"Arranging supply and storage of flowers, greenery, decorations and other items"
3621,Florists,Treating flowers to extend their life
3621,Florists,"Selecting, trimming and arranging flowers and other materials"
3621,Florists,"Packing, wrapping, and attaching message cards to, and organising delivery of, completed arrangements"
3621,Florists,Serving customers and accepting payments
3621,Florists,Advising customers on the selection of flowers and floral arrangements
3621,Florists,"May decorate hotels, churches, halls and other facilities for special events"
3622,Gardeners,Preparing and maintaining seedbeds and growing sites
3622,Gardeners,"Propagating and planting trees, bushes, hedges, flowers and bulbs"
3622,Gardeners,"Preparing lawn areas by spreading top soil and planting grass, and by laying instant turf"
3622,Gardeners,"Maintaining planted and grassed areas by weeding, trimming, fertilising, watering and mowing"
3622,Gardeners,"Pruning trees and hedges, and installing plant support and protection devices"
3622,Gardeners,"Preparing plans and drawings, selecting materials and plants, and scheduling landscape construction"
3622,Gardeners,Setting out and installing hardscape and softscape structures
3622,Gardeners,"Constructing gravel and paved areas, walls, fences, pergolas, ponds, barbecues and garden furniture"
3622,Gardeners,Examining trees to assess their condition and determine treatment
3622,Gardeners,Lopping limbs off trees and shaping branches using chain and handsaws
3622,Gardeners,"Spraying and dusting plants and trees to control insects and disease, and felling diseased trees"
3623,Greenkeepers,Preparing seedbeds for new turf
3623,Greenkeepers,"Establishing and maintaining turf by watering, over sowing or over seeding, and repairing green damage"
3623,Greenkeepers,"Mowing, rolling and levelling turf"
3623,Greenkeepers,"Pegging and marking out lines and logos, installing nets, posts and stumps, and placing other sports equipment on playing areas"
3623,Greenkeepers,"Operating and maintaining hand and power driven equipment such as mowers, aerators, cultivators, corers and line marking equipment"
3623,Greenkeepers,"Constructing cricket wickets, tennis courts, and bowling, croquet and golf greens"
3623,Greenkeepers,"Replanting, repairing, aerating, fertilising and top dressing lawns"
3623,Greenkeepers,Installing and maintaining synthetic surfaces
3623,Greenkeepers,"May maintain buildings, fences and surrounding gardens"
3624,Nurserypersons,Preparing potting media and containers before planting
3624,Nurserypersons,"Selecting seeds, bulbs and cuttings, and planting them in beds, lawn areas and tubs"
3624,Nurserypersons,Budding and grafting vegetative material onto root stock
3624,Nurserypersons,Watering plants manually and controlling automatic watering operations
3624,Nurserypersons,"Applying pesticides to control pests, diseases, weeds and nutritional and environmental plant disorders"
3624,Nurserypersons,"Keeping records of soil mixtures, plantings, treatments, losses and yields"
3624,Nurserypersons,Selecting plants and packaging them for presentation and delivery
3624,Nurserypersons,Advising customers on plant care and appropriate plants for local conditions
3624,Nurserypersons,May plan sales area layouts and visual merchandise presentation
3911,Hairdressers,"Providing advice on hair care, beauty products and hairstyles"
3911,Hairdressers,Shampooing hair and conditioning scalps
3911,Hairdressers,"Colouring, straightening and permanently waving hair with chemical solutions"
3911,Hairdressers,"Cutting hair with scissors, clippers and razors"
3911,Hairdressers,Styling hair into dreadlocks and braids and adding hair extensions
3911,Hairdressers,Shaving and trimming beards and moustaches
3911,Hairdressers,Cleaning work areas and sanitising instruments
3911,Hairdressers,Arranging appointments and collecting payments
3911,Hairdressers,"May clean, colour, cut and style wigs and hairpieces"
3921,Print Finishers and Screen Printers,Setting up and supervising the operation of automatic binding and finishing equipment
3921,Print Finishers and Screen Printers,"Binding full, half and limp-bound books, and repairing bindings"
3921,Print Finishers and Screen Printers,"Folding, collating and sewing signatures by machine and hand"
3921,Print Finishers and Screen Printers,"Operating paper guillotines for pre-press and post-press paper cutting and trimming, and programming electronically operated units"
3921,Print Finishers and Screen Printers,"Operating systems to insert printed material into newspapers, magazines and envelopes"
3921,Print Finishers and Screen Printers,Embellishing printed products automatically and manually
3921,Print Finishers and Screen Printers,Operating photographic and electronic reproduction devices
3921,Print Finishers and Screen Printers,Preparing stencils using computer and hand-cut methods
3921,Print Finishers and Screen Printers,"Selecting, mixing and matching coloured inks and loading into screen printing presses"
3921,Print Finishers and Screen Printers,"Loading printed items into drying racks, and unloading and stacking dry items"
3922,Graphic Pre-press Trades Workers,"Operating graphic cameras and other photographic equipment to reproduce camera-ready copy onto films, plates and digital output devices"
3922,Graphic Pre-press Trades Workers,"Using computer applications to generate images, text, layouts and impositions for print and other visual media displays"
3922,Graphic Pre-press Trades Workers,"Operating plate making equipment to reproduce images from film to printing plates, digital output devices and presses"
3922,Graphic Pre-press Trades Workers,"Operating computer screen-based equipment for scanning, colour separation, colour correction, masking, creative design, combining, imposing, retouching, and other processes used to transfer copy to film and produce film for plate, digital output and cylinder productions"
3922,Graphic Pre-press Trades Workers,"Carrying out digital and chemical proofing from digital systems, and negative and positive films"
3922,Graphic Pre-press Trades Workers,"Evaluating printed proofs, checking and correcting them for quality"
3922,Graphic Pre-press Trades Workers,"Preparing and exposing carbon tissue for laying on cylinders by transfer method, and developing images"
3923,Printers,"Setting, adjusting and monitoring substrate-feed mechanisms, delivery mechanisms, inking systems and other printing machine functions"
3923,Printers,"Mixing ink and solvents to standard, and regulating paper and ink supply during print runs"
3923,Printers,"Monitoring, evaluating and determining press operations manually and by computer to check print quality standards against proofs and detect malfunctions"
3923,Printers,"Producing a variety of printed products using relief, lithographic, flexographic and gravure printing presses, and in-line finishing systems"
3923,Printers,"Preparing plates, blankets and impression cylinders on small offset lithographic printing presses"
3923,Printers,Loading paper into feeding mechanisms
3923,Printers,Monitoring machine operations and quality of printing
3923,Printers,"Undertaking maintenance, adjustment, repair and cleaning of machines"
3923,Printers,"Producing and managing digital print images, and transferring and outputting images"
3923,Printers,May set up and operate paper and bookbinding guillotines
3931,Canvas and Leather Goods Makers,"Cutting and preparing canvas, leather and sailcloth to design specifications, patterns and drawings"
3931,Canvas and Leather Goods Makers,"Sewing, gluing and riveting sections of canvas together to make articles such as awnings, tents, tarpaulins and horse rugs"
3931,Canvas and Leather Goods Makers,"Attaching grommets, fastenings and other fittings to canvas goods"
3931,Canvas and Leather Goods Makers,"Joining parts of leather articles using rivets, hand sewing, sewing machines, tools and adhesive"
3931,Canvas and Leather Goods Makers,Restoring and repairing leather articles
3931,Canvas and Leather Goods Makers,Fabricating sails
3931,Canvas and Leather Goods Makers,Designing patterns and prototypes of boots and shoes
3931,Canvas and Leather Goods Makers,Making and grading patterns using manual and computerised methods
3931,Canvas and Leather Goods Makers,"Clicking synthetics, corrected grains, leather linings and leather outers by hand and machine"
3931,Canvas and Leather Goods Makers,Altering and repairing footwear
3932,Clothing Trades Workers,"Conferring with customers to determine material, styles and designs of garments"
3932,Clothing Trades Workers,"Interpreting designs, sketches and samples to determine pattern specifications"
3932,Clothing Trades Workers,Cutting out master patterns
3932,Clothing Trades Workers,Laying up and cutting fabric
3932,Clothing Trades Workers,"Pinning, basting and draping garment parts"
3932,Clothing Trades Workers,Sewing garments
3932,Clothing Trades Workers,Fitting basted garments on customers and marking areas requiring alteration
3932,Clothing Trades Workers,"Sewing buttonholes, and sewing on buttons, hooks, eyes and press fasteners to finish garments"
3932,Clothing Trades Workers,Pressing and finishing work
3933,Upholsterers,Conferring with clients to determine materials and cost of furniture items to be made or repaired
3933,Upholsterers,"Making and repairing wooden frames, and removing and replacing defective springs"
3933,Upholsterers,"Removing coverings, webbing and padding from old furniture"
3933,Upholsterers,"Securing material, padding, springs and webbing to articles to be upholstered"
3933,Upholsterers,Measuring and cutting materials and covering furniture
3933,Upholsterers,Seaming cushions and joining sections of covering material
3933,Upholsterers,"Attaching ornamental trims, braids and buttons"
3933,Upholsterers,Padding and covering spring units to upholster mattresses
3933,Upholsterers,May finish wooden surfaces on furniture
3933,Upholsterers,May remove stains from fabric
3941,Cabinetmakers,"Examining drawings, work orders and sample parts to determine specifications"
3941,Cabinetmakers,"Selecting and working with materials such as timber, veneers, particle board and synthetic wood"
3941,Cabinetmakers,"Marking out, cutting and shaping wood"
3941,Cabinetmakers,Working from drawings and specifications to make furniture
3941,Cabinetmakers,"Making fittings for boats, caravans and other items where fine detail is required"
3941,Cabinetmakers,Assembling parts to form sections of furniture and completed articles
3941,Cabinetmakers,"Fitting hinges, locks, catches, drawers and shelves"
3941,Cabinetmakers,Making frames for chairs and couches
3941,Cabinetmakers,May repair and refurbish furniture and antiques
3942,Wood Machinists and Other Wood Trades Workers,"Studying drawings, work orders and sample parts to determine specifications"
3942,Wood Machinists and Other Wood Trades Workers,Determining tooling and machine requirements and sequence of operations
3942,Wood Machinists and Other Wood Trades Workers,"Setting up woodworking machines and wood stock for correct cutting, planning, turning, shaping and sanding"
3942,Wood Machinists and Other Wood Trades Workers,"Operating machines to cut, plane, turn, shape and sand work pieces"
3942,Wood Machinists and Other Wood Trades Workers,"Removing old finishes by stripping with steel wool and glasspaper, and by applying solvents and paint strippers, and removing softened finishes by scraping"
3942,Wood Machinists and Other Wood Trades Workers,"Applying varnish, shellac, lacquer, stains and paint to surfaces and polishing and waxing finished surfaces"
3942,Wood Machinists and Other Wood Trades Workers,Fitting and fastening frame pieces
3942,Wood Machinists and Other Wood Trades Workers,Mounting backing materials and subjects for framing
3991,Boat Builders and Shipwrights,"Studying plans and specifications, and preparing templates and scale plans for fabrication and cutting of hull sections"
3991,Boat Builders and Shipwrights,Marking reference points and lines on dry docks and slipways
3991,Boat Builders and Shipwrights,Checking position and functioning of slipway apparatus
3991,Boat Builders and Shipwrights,Assembling shells of boats and erecting hull sections of ship
3991,Boat Builders and Shipwrights,"Erecting and preparing launching platforms, conducting pre-launch tests and supervising launching procedures"
3991,Boat Builders and Shipwrights,"Installing masts, frames, decking, fittings, machines, shafts and safety equipment"
3991,Boat Builders and Shipwrights,"Building and installing structures such as cabins, machine mountings, propeller supports and rudders"
3991,Boat Builders and Shipwrights,Determining repair requirements and procedures
3991,Boat Builders and Shipwrights,"May make hull moulds and fabricate and repair vessels using materials such as aluminium, wood, glass, reinforced plastics, carbon fibre, kevlar, fibreglass and concrete"
3992,"Chemical, Gas, Petroleum and Power Plant Operators","Controlling equipment performing continuous and batch processes to process chemicals and natural gas, manufacture refined petroleum products, and blend petroleum base stocks to produce commercial fuels, lubricating oils and asphalt"
3992,"Chemical, Gas, Petroleum and Power Plant Operators","Controlling the preparation, measuring and feeding of raw material and processing agents such as catalysts and filtering media into plant"
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Patrolling and inspecting equipment to ensure proper operation and setting operating controls on equipment
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Analysing samples and readings and recording test data
3992,"Chemical, Gas, Petroleum and Power Plant Operators","Controlling records of production, quantities transferred and details of blending and pumping operations"
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Checking equipment for malfunctions and arranging maintenance
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Operating power generation plant controls to produce required load
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Monitoring operation of power generation plant and interpreting instrument readings
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Authorising procedures to isolate high-voltage and low-voltage electrical apparatus and plant
3992,"Chemical, Gas, Petroleum and Power Plant Operators","Writing reports and maintaining records on equipment performance, instrument readings and switching operations"
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Carrying out routine operating tests
3993,"Gallery, Library and Museum Technicians",Mounting and preparing objects for display
3993,"Gallery, Library and Museum Technicians","Designing and arranging exhibit furnishings, display cases and display areas"
3993,"Gallery, Library and Museum Technicians",Assisting in setting up lighting and display equipment
3993,"Gallery, Library and Museum Technicians","Receiving, shipping, packing and unpacking exhibits"
3993,"Gallery, Library and Museum Technicians",Ordering new library materials and maintaining library records and circulation systems
3993,"Gallery, Library and Museum Technicians",Cataloguing printed and recorded material
3993,"Gallery, Library and Museum Technicians",Entering data into databases and editing computer records
3993,"Gallery, Library and Museum Technicians",Operating audiovisual and reprographic equipment
3993,"Gallery, Library and Museum Technicians",Searching and verifying bibliographic data
3994,Jewellers,Examining designs and specifications for jewellery and precious metal objects
3994,Jewellers,"Shaping moulded metal by cutting, filing, beating, turning and bending, using specialised hand and power tools"
3994,Jewellers,"Assembling articles by soldering, screwing, riveting and otherwise joining"
3994,Jewellers,"Securing precious stones in retaining prongs and ridges, and smoothing and checking final settings"
3994,Jewellers,"Engraving designs on ring settings, brooches, bracelets and other articles"
3994,Jewellers,"Repairing jewellery by soldering, replacing and rebuilding worn and broken parts"
3994,Jewellers,Appraising the quality and value of jewellery
3994,Jewellers,"Cutting and dividing stones to approximate final shape, using precision hand and power tools and jigs"
3994,Jewellers,"Securing stones and shapes, cutting angles, smoothing and polishing"
3994,Jewellers,"Finishing articles using files, emery paper and buffing machines"
3994,Jewellers,Restyling old jewellery
3995,Performing Arts Technicians,Operating microwave equipment to transmit video information to transmitter sites and receiving video signals from remote locations
3995,Performing Arts Technicians,Maintaining and repairing radio and television transmitters and associated equipment
3995,Performing Arts Technicians,"Selecting and attaching equipment to cameras, positioning cameras, and following the action of scenes being photographed while adjusting controls"
3995,Performing Arts Technicians,"Positioning equipment, such as spotlights, floodlights and cables, and operating lights during filming, broadcasting and stage performances"
3995,Performing Arts Technicians,"Applying and retouching make up during shooting and performance, including special effects make up such as scars and wounds"
3995,Performing Arts Technicians,"Designing and making musical instruments and instrument parts using specially selected materials and techniques similar to those used in cabinetmaking, metal pipe making, silversmithing and wood carving, and tuning and repairing musical instruments"
3995,Performing Arts Technicians,"Setting up and adjusting equipment such as microphones, and operating sound mixing consoles and associated equipment to regulate volume and sound quality"
3995,Performing Arts Technicians,"Selecting and setting up television recording, editing and mixing equipment, and adjusting and monitoring their operation"
3996,Signwriters,"Conferring with clients and responding to proposals, sketches and written instructions to determine composition of signs"
